# Abundance and Variation Measurements for Strains Grown in YEPD and SD
# Newman et al. Nature 2006
# ORF	Name	NA	Ave. YEPD	Error	Ave. SD	Error
orf	gene	avg.yepd.abund	avg.yepd.abund.error	avg.sd.abund	avg.sd.abund.error
YLR332W	MID2	577.5	32.93	471.0	32.29
YLR333C	RPS25B	4177.0	151.45	2209.9	95.36
YLR335W	NUP2	313.0	26.23	191.0	25.48
YLR336C	SGD1	119.0	22.41	78.5	22.99
YLR337C	VRP1	121.5	22.45	124.0	32.79
YLR342W	FKS1	253.5	24.92	66.4	22.07
YLR343W	GAS2	NA	NA	NA	NA
YLR344W	RPL26A	4776.5	172.40	3927.5	164.01
YLR345W	NA	55.0	21.46	68.5	22.86
YLR346C	NA	NA	NA	NA	NA
YLR347C	KAP95	1435.5	59.33	1036.5	52.99
YLR348C	DIC1	94.5	21.85	51.0	22.06
YLR350W	ORM2	305.5	25.77	182.5	24.39
YLR351C	NIT3	86.5	21.90	135.0	24.44
YLR353W	BUD8	NA	NA	NA	NA
YLR354C	TAL1	1475.0	60.62	2169.5	96.08
YLR356W	NA	NA	NA	NA	NA
YLR357W	RSC2	92.5	22.00	85.0	23.11
YLR360W	VPS38	NA	NA	NA	NA
YLR362W	STE11	NA	NA	NA	NA
YLR363C	NMD4	230.5	24.45	187.0	25.69
YLR363W-A	NA	323.0	26.45	127.4	23.26
YLR364W	NA	NA	NA	NA	NA
YLR367W	RPS22B	2399.0	91.39	2118.5	94.29
YLR369W	SSQ1	86.0	21.90	102.5	23.51
YLR370C	ARC18	1287.0	54.57	1285.0	79.93
YLR371W	ROM2	NA	NA	NA	NA
YLR372W	SUR4	2768.5	103.85	1979.0	86.86
YLR373C	VID22	79.5	21.63	121.8	23.05
YLR375W	STP3	NA	NA	NA	NA
YLR376C	PSY3	NA	NA	NA	NA
YLR378C	SEC61	5367.5	192.66	2664.0	148.00
YLR380W	CSR1	292.0	25.75	270.0	26.59
YLR381W	CTF3	NA	NA	NA	NA
YLR382C	NAM2	NA	NA	NA	NA
YLR383W	RHC18	NA	NA	NA	NA
YLR384C	IKI3	519.0	31.35	294.0	28.10
YLR385C	SWC7	NA	NA	NA	NA
YLR386W	VAC14	80.0	21.81	87.0	23.17
YLR387C	REH1	256.0	24.98	221.0	26.57
YLR388W	RPS29A	519.5	31.37	459.9	32.13
YLR390W	ECM19	49.0	21.23	NA	NA
YLR390W-A	CCW14	605.0	33.37	NA	NA
YLR392C	NA	NA	NA	NA	NA
YLR393W	ATP10	NA	NA	NA	NA
YLR395C	COX8	89.0	21.94	229.0	25.54
YLR396C	VPS33	69.0	21.49	74.7	22.24
YLR397C	AFG2	99.5	22.10	69.0	22.84
YLR398C	SKI2	287.5	25.67	184.5	25.36
YLR399C	BDF1	396.5	28.19	382.5	30.77
YLR401C	DUS3	NA	NA	NA	NA
YLR403W	SFP1	52.0	21.42	68.0	22.76
YLR404W	NA	NA	NA	NA	NA
YLR405W	DUS4	59.5	21.52	NA	NA
YLR406C	RPL31B	2607.5	98.50	1829.0	125.72
YLR407W	NA	192.0	23.69	107.5	23.03
YLR408C	NA	NA	NA	NA	NA
YLR409C	UTP21	279.0	25.47	131.0	24.11
YLR410W	VIP1	481.0	30.38	217.5	26.15
YLR412W	NA	68.0	21.64	68.5	23.04
YLR413W	NA	3919.0	142.76	2249.5	98.61
YLR414C	NA	444.5	29.42	319.0	29.26
YLR417W	VPS36	NA	NA	NA	NA
YLR418C	CDC73	248.5	24.82	229.0	26.77
YLR420W	URA4	679.5	35.83	408.0	31.97
YLR421C	RPN13	330.0	26.61	245.0	25.81
YLR422W	NA	NA	NA	NA	NA
YLR423C	ATG17	NA	NA	NA	NA
YLR424W	SPP382	NA	NA	NA	NA
YLR426W	NA	NA	NA	NA	NA
YLR427W	MAG2	NA	NA	NA	NA
YLR429W	CRN1	391.5	28.07	397.0	31.05
YLR430W	SEN1	62.5	21.58	NA	NA
YLR432W	IMD3	1136.5	49.72	1693.0	78.57
YLR433C	CNA1	200.0	23.85	168.0	24.90
YLR435W	TSR2	481.5	30.35	267.5	27.75
YLR436C	ECM30	60.0	21.53	98.0	23.37
YLR438C-A	LSM3	681.0	35.85	511.0	33.76
YLR438W	CAR2	855.0	41.01	227.0	26.69
YLR439W	MRPL4	149.5	22.93	137.0	24.49
YLR440C	SEC39	104.5	22.18	112.5	23.67
YLR441C	RPS1A	NA	NA	NA	NA
YLR442C	SIR3	NA	NA	NA	NA
YLR447C	VMA6	901.0	42.39	821.0	43.80
YLR448W	RPL6B	2509.0	95.17	2049.5	92.11
YLR449W	FPR4	527.5	31.61	389.0	31.26
YLR450W	HMG2	107.5	22.22	97.0	22.71
YLR451W	LEU3	NA	NA	NA	NA
YLR452C	SST2	98.0	22.09	91.5	23.25
YLR453C	RIF2	NA	NA	NA	NA
YLR454W	FMP27	NA	NA	NA	NA
YLR455W	NA	127.0	22.54	125.0	24.24
YLR457C	NBP1	101.0	21.94	68.0	22.99
YML001W	YPT7	327.5	26.26	298.0	27.22
YML004C	GLO1	NA	NA	NA	NA
YML005W	TRM12	60.0	21.53	48.0	22.60
YML006C	GIS4	NA	NA	NA	NA
YML007C-A	NA	131.0	22.61	203.8	25.03
YML007W	YAP1	69.0	21.66	54.5	22.51
YML008C	ERG6	1865.5	73.10	1011.0	50.87
YML009C	MRPL39	102.5	22.15	102.9	22.81
YML010W	SPT5	585.0	33.18	523.5	35.47
YML011C	NA	NA	NA	NA	NA
YML012W	ERV25	1753.5	69.36	1097.5	53.88
YML013W	SEL1	NA	NA	126.0	32.85
YML014W	TRM9	49.5	21.39	NA	NA
YML016C	PPZ1	173.5	23.35	202.0	25.76
YML017W	PSP2	200.5	23.86	216.0	26.08
YML018C	NA	464.0	29.90	265.0	26.35
YML020W	NA	54.5	21.46	212.5	26.06
YML021C	UNG1	NA	NA	NA	NA
YML022W	APT1	878.5	41.79	455.1	31.67
YML023C	NA	NA	NA	NA	NA
YML024W	RPS17A	5997.5	214.66	5212.0	214.51
YML025C	YML6	177.5	23.43	178.5	25.47
YML026C	RPS18B	958.0	62.42	590.0	37.74
YML027W	YOX1	NA	NA	NA	NA
YML028W	TSA1	7794.5	276.13	5621.2	227.67
YML029W	USA1	48.5	21.38	NA	NA
YML030W	NA	NA	NA	58.8	21.87
YML031W	NDC1	565.5	32.27	492.4	33.02
YML032C	RAD52	59.5	21.52	NA	NA
YML034W	SRC1	NA	NA	NA	NA
YML035C	AMD1	301.5	25.96	203.0	25.81
YML037C	NA	NA	NA	NA	NA
YML038C	YMD8	290.5	25.44	110.0	22.81
YML041C	VPS71	NA	NA	NA	NA
YML043C	RRN11	NA	NA	NA	NA
YML046W	PRP39	52.5	21.43	NA	NA
YML048W	GSF2	75.0	21.56	NA	NA
YML049C	RSE1	923.0	43.07	968.0	50.33
YML051W	GAL80	NA	NA	NA	NA
YML052W	SUR7	1333.0	55.76	1125.0	56.14
YML053C	NA	NA	NA	NA	NA
YML055W	SPC2	320.0	26.39	325.3	28.08
YML056C	IMD4	785.0	38.90	592.0	37.54
YML057W	CMP2	189.0	23.64	215.5	26.03
YML058W	SML1	2516.0	134.78	1568.7	71.01
YML058W-A	HUG1	NA	NA	NA	NA
YML059C	NA	47.5	21.37	102.0	23.99
YML060W	OGG1	NA	NA	NA	NA
YML062C	MFT1	97.0	22.06	76.0	23.18
YML063W	RPS1B	6993.0	248.55	5511.5	226.01
YML064C	TEM1	NA	NA	NA	NA
YML067C	ERV41	321.5	26.13	189.5	24.55
YML069W	POB3	531.0	31.67	413.5	31.84
YML070W	DAK1	511.5	31.14	725.5	41.92
YML071C	COG8	100.5	22.12	98.0	23.37
YML072C	TCB3	602.5	33.63	764.0	45.94
YML073C	RPL6A	3152.0	116.86	2273.5	100.91
YML074C	FPR3	700.5	36.07	355.0	30.17
YML075C	HMG1	188.0	23.62	169.6	24.35
YML076C	WAR1	NA	NA	NA	NA
YML078W	CPR3	NA	NA	95.5	22.51
YML079W	NA	NA	NA	NA	NA
YML080W	DUS1	61.5	21.55	84.0	23.31
YML081C-A	ATP18	198.0	23.81	344.5	28.47
YML081W	NA	NA	NA	NA	NA
YML082W	NA	97.0	22.08	103.5	23.36
YML085C	TUB1	373.0	27.62	507.0	34.71
YML086C	ALO1	541.0	31.94	563.5	36.57
YML088W	UFO1	NA	NA	NA	NA
YML091C	RPM2	63.5	21.58	110.0	23.65
YML092C	PRE8	1690.0	67.68	908.0	48.70
YML093W	UTP14	194.5	23.74	151.5	24.56
YML094W	GIM5	115.0	22.34	110.5	23.18
YML095C	RAD10	NA	NA	NA	NA
YML096W	NA	50.0	21.40	NA	NA
YML097C	VPS9	87.0	21.91	82.5	23.30
YML098W	TAF13	NA	NA	52.1	21.76
YML099C	ARG81	NA	NA	NA	NA
YML100W	TSL1	482.0	30.36	1048.0	53.32
YML101C	CUE4	186.5	23.36	142.1	23.42
YML102W	CAC2	85.0	21.88	83.0	23.32
YML103C	NUP188	229.5	24.43	224.7	25.38
YML104C	MDM1	NA	NA	NA	NA
YML105C	SEC65	438.5	29.26	322.0	28.23
YML106W	URA5	932.5	43.45	543.0	36.43
YML107C	NA	NA	NA	NA	NA
YML108W	NA	98.5	21.90	52.1	21.77
YML109W	ZDS2	NA	NA	NA	NA
YML110C	COQ5	NA	NA	75.0	23.15
YML111W	BUL2	NA	NA	NA	NA
YML112W	CTK3	85.0	21.89	60.0	22.83
YML113W	DAT1	106.5	22.21	68.0	23.05
YML114C	TAF8	NA	NA	NA	NA
YML115C	VAN1	106.5	22.21	NA	NA
YML116W	ATR1	NA	NA	382.5	29.89
YML117W	NAB6	137.5	22.71	172.0	24.89
YML120C	NDI1	415.0	28.70	847.5	46.55
YML121W	GTR1	71.0	21.68	100.5	23.65
YML124C	TUB3	282.0	25.54	127.0	24.00
YML125C	NA	684.5	35.63	344.5	28.46
YML126C	ERG13	2123.5	82.16	981.5	50.82
YML127W	RSC9	227.5	24.39	122.0	32.74
YML128C	MSC1	NA	NA	NA	NA
YML129C	COX14	138.0	22.72	214.0	25.12
YML131W	NA	NA	NA	NA	NA
YML132W	COS3	NA	NA	NA	NA
YMR001C	CDC5	NA	NA	NA	NA
YMR002W	NA	1102.5	48.66	834.9	44.10
YMR003W	NA	NA	NA	NA	NA
YMR004W	MVP1	85.0	21.71	NA	NA
YMR009W	NA	103.0	22.16	50.1	21.73
YMR010W	NA	285.5	25.63	NA	NA
YMR011W	HXT2	3451.0	127.54	764.0	42.45
YMR012W	CLU1	1682.5	67.44	1347.5	64.56
YMR014W	BUD22	176.0	23.39	86.5	23.13
YMR015C	ERG5	1020.0	46.07	342.0	29.78
YMR016C	SOK2	82.0	21.84	NA	NA
YMR019W	STB4	NA	NA	NA	NA
YMR021C	MAC1	NA	NA	NA	NA
YMR022W	QRI8	NA	NA	NA	NA
YMR023C	MSS1	NA	NA	NA	NA
YMR024W	MRPL3	192.5	23.72	321.0	29.37
YMR026C	PEX12	NA	NA	NA	NA
YMR027W	NA	403.0	28.35	368.0	30.75
YMR029C	FAR8	NA	NA	63.5	22.69
YMR030W	RSF1	NA	NA	NA	NA
YMR031C	NA	421.0	28.83	615.5	38.28
YMR032W	HOF1	49.0	21.38	202.5	25.86
YMR036C	MIH1	NA	NA	NA	NA
YMR037C	MSN2	75.0	21.74	96.5	23.32
YMR038C	LYS7	829.5	40.23	529.0	35.97
YMR039C	SUB1	165.5	23.21	135.5	24.47
YMR042W	ARG80	NA	NA	NA	NA
YMR043W	MCM1	189.5	23.65	146.5	24.72
YMR044W	IOC4	NA	NA	NA	NA
YMR047C	NUP116	NA	NA	NA	NA
YMR048W	CSM3	234.5	24.57	155.5	25.08
YMR049C	ERB1	NA	NA	NA	NA
YMR052W	FAR3	NA	NA	NA	NA
YMR054W	STV1	72.5	21.53	NA	NA
YMR055C	BUB2	NA	NA	NA	NA
YMR056C	AAC1	NA	NA	NA	NA
YMR058W	FET3	2087.0	80.46	646.0	38.46
YMR059W	SEN15	NA	NA	NA	NA
YMR060C	TOM37	NA	NA	NA	NA
YMR061W	RNA14	72.0	21.70	73.5	22.87
YMR062C	ECM40	NA	NA	1007.5	53.03
YMR064W	AEP1	NA	NA	NA	NA
YMR066W	SOV1	NA	NA	NA	NA
YMR067C	UBX4	59.5	21.52	49.5	22.62
YMR069W	NAT4	45.5	21.34	NA	NA
YMR070W	MOT3	90.0	21.96	94.5	23.28
YMR071C	TVP18	547.5	31.77	293.5	27.06
YMR072W	ABF2	583.0	33.09	885.1	46.20
YMR073C	NA	NA	NA	73.8	22.12
YMR074C	NA	189.0	23.64	222.4	25.32
YMR075W	RCO1	NA	NA	NA	NA
YMR076C	PDS5	67.5	21.64	NA	NA
YMR077C	VPS20	NA	NA	107.5	23.81
YMR078C	CTF18	NA	NA	NA	NA
YMR079W	SEC14	1590.0	64.38	1053.5	52.24
YMR080C	NAM7	375.0	27.68	278.0	27.80
YMR083W	ADH3	195.0	23.75	350.5	30.00
YMR086W	NA	130.0	22.59	166.5	24.95
YMR089C	YTA12	184.5	23.32	200.5	25.35
YMR090W	NA	NA	NA	NA	NA
YMR091C	NPL6	159.0	23.09	129.5	24.32
YMR092C	AIP1	760.5	38.17	727.5	41.91
YMR093W	UTP15	158.0	23.07	113.0	23.66
YMR095C	SNO1	NA	NA	NA	NA
YMR097C	MTG1	NA	NA	NA	NA
YMR098C	NA	NA	NA	NA	NA
YMR099C	NA	119.5	22.42	198.5	25.95
YMR102C	NA	NA	NA	53.0	22.49
YMR104C	YPK2	NA	NA	NA	NA
YMR105C	PGM2	654.5	35.13	1265.5	61.53
YMR106C	YKU80	NA	NA	NA	NA
YMR108W	ILV2	NA	NA	2489.0	107.35
YMR109W	MYO5	401.5	28.32	347.0	29.59
YMR110C	NA	NA	NA	NA	NA
YMR111C	NA	NA	NA	NA	NA
YMR112C	MED11	55.5	21.47	NA	NA
YMR113W	FOL3	52.5	21.43	NA	NA
YMR114C	NA	NA	NA	NA	NA
YMR115W	FMP24	NA	NA	NA	NA
YMR117C	SPC24	72.0	21.70	NA	NA
YMR119W	ASI1	NA	NA	NA	NA
YMR120C	ADE17	3689.0	135.18	12621.0	501.62
YMR121C	RPL15B	92.5	22.00	97.1	22.54
YMR122W-A	NA	1145.0	50.00	436.5	31.53
YMR123W	PKR1	746.5	37.40	463.9	32.20
YMR124W	NA	55.5	21.48	67.5	22.77
YMR125W	STO1	297.5	25.88	214.0	26.14
YMR127C	SAS2	NA	NA	NA	NA
YMR128W	ECM16	231.0	24.48	100.0	23.46
YMR129W	POM152	NA	NA	NA	NA
YMR131C	RRB1	1508.0	61.70	1302.0	62.79
YMR132C	JLP2	NA	NA	NA	NA
YMR134W	NA	160.0	23.13	102.5	23.75
YMR135C	GID8	NA	NA	56.5	22.73
YMR137C	PSO2	NA	NA	NA	NA
YMR138W	CIN4	NA	NA	53.4	21.79
YMR139W	RIM11	63.0	21.57	126.5	24.25
YMR140W	SIP5	84.5	21.88	97.0	23.35
YMR142C	RPL13B	3994.0	145.62	2862.0	122.20
YMR143W	RPS16A	3569.5	131.09	3020.0	129.27
YMR144W	NA	NA	NA	NA	NA
YMR145C	NDE1	159.0	22.89	195.0	25.47
YMR148W	NA	169.0	23.27	171.1	24.06
YMR149W	SWP1	768.0	38.02	644.0	37.77
YMR152W	YIM1	205.0	23.94	225.0	25.36
YMR153W	NUP53	131.0	22.40	62.5	21.94
YMR157C	FMP39	NA	NA	NA	NA
YMR159C	ATG16	NA	NA	NA	NA
YMR160W	NA	NA	NA	NA	NA
YMR161W	HLJ1	72.5	21.70	NA	NA
YMR162C	DNF3	NA	NA	75.1	22.22
YMR163C	NA	NA	NA	NA	NA
YMR164C	MSS11	NA	NA	NA	NA
YMR165C	SMP2	69.5	21.66	81.5	23.08
YMR166C	NA	NA	NA	NA	NA
YMR167W	MLH1	NA	NA	NA	NA
YMR168C	CEP3	NA	NA	NA	NA
YMR169C	ALD3	NA	NA	NA	NA
YMR170C	ALD2	NA	NA	NA	NA
YMR171C	NA	102.5	22.16	NA	NA
YMR172W	HOT1	NA	NA	NA	NA
YMR173W	DDR48	201.5	23.88	615.5	38.71
YMR174C	PAI3	NA	NA	NA	NA
YMR175W	SIP18	NA	NA	NA	NA
YMR176W	ECM5	NA	NA	NA	NA
YMR177W	MMT1	47.5	21.21	NA	NA
YMR178W	NA	98.5	22.11	127.5	24.33
YMR179W	SPT21	NA	NA	NA	NA
YMR182C	RGM1	NA	NA	NA	NA
YMR183C	SSO2	121.0	22.24	83.5	22.30
YMR184W	NA	83.0	21.85	71.0	22.08
YMR186W	HSC82	242.0	24.68	114.0	23.68
YMR188C	MRPS17	224.5	24.34	243.0	27.18
YMR189W	GCV2	505.0	30.99	1540.0	71.94
YMR190C	SGS1	NA	NA	NA	NA
YMR192W	APP2	111.0	22.29	111.0	23.63
YMR193W	MRPL24	170.0	23.29	98.0	23.66
YMR194W	RPL36A	2312.5	88.45	1777.5	81.20
YMR195W	ICY1	NA	NA	NA	NA
YMR196W	NA	59.5	21.53	232.0	26.49
YMR198W	CIK1	NA	NA	NA	NA
YMR199W	CLN1	NA	NA	NA	NA
YMR200W	ROT1	635.5	34.28	439.0	31.18
YMR201C	RAD14	NA	NA	NA	NA
YMR202W	ERG2	NA	NA	NA	NA
YMR204C	NA	NA	NA	NA	NA
YMR205C	PFK2	8363.5	295.71	6768.0	274.08
YMR207C	HFA1	NA	NA	NA	NA
YMR208W	ERG12	294.5	25.82	173.0	25.31
YMR209C	NA	NA	NA	NA	NA
YMR212C	EFR3	211.5	23.83	152.9	23.74
YMR213W	CEF1	NA	NA	NA	NA
YMR214W	SCJ1	74.5	21.75	NA	NA
YMR215W	GAS3	301.0	25.95	NA	NA
YMR216C	SKY1	173.5	23.35	164.0	24.86
YMR218C	TRS130	NA	NA	NA	NA
YMR219W	ESC1	NA	NA	NA	NA
YMR220W	ERG8	220.5	24.25	227.0	26.82
YMR221C	FMP42	NA	NA	NA	NA
YMR222C	FSH2	159.5	23.10	113.5	23.90
YMR223W	UBP8	NA	NA	NA	NA
YMR224C	MRE11	NA	NA	NA	NA
YMR225C	MRPL44	NA	NA	63.0	21.97
YMR226C	NA	213.5	24.13	209.5	26.30
YMR227C	TAF7	NA	NA	NA	NA
YMR229C	RRP5	919.5	43.01	425.0	33.43
YMR230W	RPS10B	3072.5	114.17	2497.5	109.03
YMR231W	PEP5	101.0	22.12	82.4	22.37
YMR232W	FUS2	NA	NA	176.5	25.18
YMR233W	NA	NA	NA	NA	NA
YMR234W	RNH1	NA	NA	NA	NA
YMR235C	RNA1	1270.0	53.98	830.0	45.78
YMR236W	TAF9	248.5	24.82	156.9	23.93
YMR237W	BCH1	235.5	24.55	238.5	26.68
YMR238W	DFG5	343.0	26.91	214.5	25.15
YMR239C	RNT1	72.0	21.70	NA	NA
YMR240C	CUS1	NA	NA	NA	NA
YMR241W	YHM2	672.5	35.28	1333.0	62.68
YMR242C	RPL20A	3259.5	120.52	2603.5	110.69
YMR243C	ZRC1	692.0	35.81	366.5	29.07
YMR244C-A	NA	182.5	23.28	161.7	23.86
YMR246W	FAA4	1765.0	70.20	1104.5	55.23
YMR250W	GAD1	NA	NA	70.5	22.72
YMR251W-A	HOR7	1662.5	66.37	3645.3	153.41
YMR252C	NA	NA	NA	NA	NA
YMR253C	NA	102.5	22.15	74.0	23.09
YMR255W	GFD1	136.0	22.69	142.8	23.50
YMR256C	COX7	261.0	25.08	503.5	33.31
YMR257C	PET111	NA	NA	NA	NA
YMR258C	NA	NA	NA	NA	NA
YMR259C	NA	179.0	23.46	NA	NA
YMR260C	TIF11	1289.5	54.61	1173.6	56.45
YMR261C	TPS3	615.5	33.99	655.5	39.50
YMR263W	SAP30	NA	NA	NA	NA
YMR264W	CUE1	NA	NA	NA	NA
YMR266W	RSN1	340.0	26.87	200.8	24.82
YMR267W	PPA2	NA	NA	NA	NA
YMR268C	PRP24	NA	NA	NA	NA
YMR269W	NA	88.0	21.94	78.2	22.25
YMR270C	RRN9	NA	NA	NA	NA
YMR271C	URA10	NA	NA	NA	NA
YMR272C	SCS7	192.5	23.70	243.5	27.03
YMR273C	ZDS1	NA	NA	NA	NA
YMR275C	BUL1	NA	NA	NA	NA
YMR276W	DSK2	154.5	23.01	60.5	22.86
YMR277W	FCP1	149.5	22.92	100.5	23.41
YMR278W	NA	207.0	23.98	250.5	27.01
YMR280C	CAT8	NA	NA	NA	NA
YMR281W	GPI12	NA	NA	NA	NA
YMR282C	AEP2	NA	NA	NA	NA
YMR283C	RIT1	NA	NA	NA	NA
YMR284W	YKU70	NA	NA	NA	NA
YMR285C	NGL2	48.0	21.37	NA	NA
YMR286W	MRPL33	107.5	22.22	189.8	24.52
YMR287C	MSU1	NA	NA	NA	NA
YMR288W	HSH155	NA	NA	NA	NA
YMR289W	ABZ2	NA	NA	NA	NA
YMR291W	NA	474.0	30.16	619.5	38.46
YMR292W	GOT1	270.5	25.02	118.0	22.99
YMR293C	NA	NA	NA	NA	NA
YMR295C	NA	784.0	38.87	622.4	37.05
YMR296C	LCB1	586.0	32.83	384.0	29.68
YMR297W	PRC1	NA	NA	NA	NA
YMR299C	DYN3	NA	NA	NA	NA
YMR300C	ADE4	416.0	28.68	1190.0	58.29
YMR301C	ATM1	74.5	21.56	50.2	21.81
YMR302C	PRP12	NA	NA	NA	NA
YMR303C	ADH2	51.5	21.42	NA	NA
YMR304W	UBP15	141.0	22.77	189.0	25.45
YMR305C	SCW10	46.5	21.35	NA	NA
YMR307W	GAS1	6241.5	222.34	3654.0	151.90
YMR308C	PSE1	463.5	29.89	319.5	29.02
YMR309C	NIP1	3167.5	117.39	1849.5	83.04
YMR310C	NA	NA	NA	NA	NA
YMR311C	GLC8	372.5	27.61	387.5	31.37
YMR313C	TGL3	55.5	21.47	78.0	22.96
YMR314W	PRE5	1667.0	66.97	NA	NA
YMR315W	NA	91.5	21.98	469.0	33.89
YMR318C	ADH6	564.0	32.56	507.0	35.15
YMR319C	FET4	146.0	22.65	NA	NA
YNL001W	DOM34	376.0	27.70	296.5	28.63
YNL003C	PET8	NA	NA	97.5	22.54
YNL004W	HRB1	145.0	22.84	208.0	25.35
YNL005C	MRP7	272.0	25.32	NA	NA
YNL006W	LST8	NA	NA	64.5	22.94
YNL007C	SIS1	1694.0	67.81	1391.0	66.39
YNL008C	ASI3	NA	NA	NA	NA
YNL010W	NA	617.5	34.09	446.0	33.37
YNL015W	PBI2	372.5	27.36	418.7	31.18
YNL016W	PUB1	1866.5	73.52	1396.0	67.25
YNL020C	ARK1	NA	NA	NA	NA
YNL021W	HDA1	50.0	21.40	NA	NA
YNL022C	NA	NA	NA	NA	NA
YNL024C	NA	NA	NA	NA	NA
YNL025C	SSN8	NA	NA	NA	NA
YNL027W	CRZ1	74.5	21.73	114.5	23.73
YNL030W	HHF2	7457.5	264.21	6484.6	261.64
YNL031C	HHT2	NA	NA	139.0	23.77
YNL032W	SIW14	NA	NA	65.0	22.93
YNL035C	NA	75.0	21.74	75.0	23.13
YNL036W	NCE103	78.5	21.79	221.5	25.58
YNL037C	IDH1	342.0	26.89	980.0	51.95
YNL039W	BDP1	59.0	21.52	NA	NA
YNL040W	NA	63.0	21.57	50.0	22.63
YNL041C	COG6	118.5	22.40	125.0	23.98
YNL042W	BOP3	NA	NA	NA	NA
YNL044W	YIP3	1031.5	46.03	825.5	44.13
YNL045W	NA	114.0	22.33	228.0	26.46
YNL046W	NA	NA	NA	NA	NA
YNL048W	ALG11	121.5	22.25	105.0	31.56
YNL049C	SFB2	145.0	22.63	119.5	23.39
YNL051W	COG5	63.5	21.58	93.5	22.78
YNL052W	COX5A	253.5	24.67	293.5	27.17
YNL053W	MSG5	NA	NA	NA	NA
YNL055C	POR1	841.0	40.22	641.5	37.80
YNL056W	NA	103.0	22.15	NA	NA
YNL058C	NA	101.0	22.14	NA	NA
YNL059C	ARP5	92.5	21.99	62.0	22.56
YNL061W	NOP2	614.5	33.97	373.5	30.39
YNL062C	GCD10	NA	NA	90.0	23.42
YNL063W	NA	NA	NA	NA	NA
YNL064C	YDJ1	4196.5	152.54	2413.0	103.61
YNL065W	AQR1	108.0	22.04	70.0	22.13
YNL066W	SUN4	191.0	23.67	102.0	23.69
YNL067W	RPL9B	20074.5	699.53	15258.2	605.47
YNL068C	FKH2	NA	NA	NA	NA
YNL070W	TOM7	74.5	21.73	100.5	22.66
YNL071W	LAT1	216.0	24.16	193.5	25.49
YNL072W	RNH201	NA	NA	NA	NA
YNL073W	MSK1	NA	NA	84.5	23.08
YNL074C	MLF3	NA	NA	98.5	23.63
YNL076W	MKS1	NA	NA	61.0	22.66
YNL077W	APJ1	NA	NA	NA	NA
YNL078W	NIS1	65.0	21.61	NA	NA
YNL081C	SWS2	94.0	22.03	NA	NA
YNL082W	PMS1	NA	NA	NA	NA
YNL083W	SAL1	NA	NA	NA	NA
YNL084C	END3	272.5	25.33	263.5	27.72
YNL085W	MKT1	197.0	23.79	101.5	23.47
YNL086W	NA	NA	NA	99.9	22.58
YNL087W	TCB2	367.5	27.51	206.5	25.13
YNL088W	TOP2	134.5	22.67	NA	NA
YNL090W	RHO2	133.5	22.44	85.5	22.33
YNL091W	NST1	97.0	22.06	93.0	23.18
YNL094W	APP1	NA	NA	NA	NA
YNL095C	NA	NA	NA	NA	NA
YNL096C	RPS7B	3956.0	144.37	2876.5	123.45
YNL097C	PHO23	NA	NA	51.0	22.65
YNL098C	RAS2	879.0	41.34	764.0	41.69
YNL099C	OCA1	NA	NA	NA	NA
YNL100W	NA	135.5	22.68	150.5	24.81
YNL102W	POL1	63.5	21.59	NA	NA
YNL103W	MET4	87.5	21.92	269.0	27.47
YNL104C	LEU4	562.0	32.51	1765.5	80.52
YNL106C	INP52	NA	NA	NA	NA
YNL107W	YAF9	NA	NA	NA	NA
YNL108C	NA	116.5	22.37	117.0	24.07
YNL110C	NOP15	436.0	29.18	229.0	26.75
YNL111C	CYB5	263.0	24.87	108.6	22.77
YNL112W	DBP2	3123.5	115.91	1713.5	78.06
YNL113W	RPC19	499.5	30.86	472.7	32.42
YNL115C	NA	NA	NA	NA	NA
YNL116W	DMA2	NA	NA	NA	NA
YNL118C	DCP2	355.5	27.22	358.0	30.07
YNL119W	NCS2	83.5	21.86	NA	NA
YNL121C	TOM70	78.0	21.78	227.5	25.56
YNL122C	NA	NA	NA	NA	NA
YNL123W	NA	119.5	22.43	56.5	22.57
YNL124W	NAF1	NA	NA	NA	NA
YNL125C	ESBP6	NA	NA	NA	NA
YNL126W	SPC98	NA	NA	NA	NA
YNL127W	FAR11	NA	NA	NA	NA
YNL129W	NRK1	NA	NA	NA	NA
YNL130C	CPT1	66.0	21.44	107.5	22.76
YNL131W	TOM22	NA	NA	NA	NA
YNL132W	KRE33	370.5	27.56	258.0	27.40
YNL133C	FYV6	NA	NA	NA	NA
YNL134C	NA	NA	NA	341.0	30.07
YNL135C	FPR1	1425.5	58.60	1035.1	51.25
YNL136W	EAF7	NA	NA	NA	NA
YNL137C	NAM9	NA	NA	91.5	23.20
YNL138W	SRV2	319.0	26.36	365.5	30.40
YNL139C	RLR1	106.0	22.21	74.5	23.36
YNL141W	AAH1	554.0	32.29	226.0	26.78
YNL142W	MEP2	NA	NA	57.5	21.96
YNL143C	NA	272.0	25.34	269.1	26.61
YNL146W	NA	49.5	21.23	56.0	21.82
YNL147W	LSM7	459.5	29.80	365.4	29.22
YNL148C	ALF1	53.0	21.44	NA	NA
YNL149C	NA	286.0	25.36	227.9	25.57
YNL152W	NA	NA	NA	NA	NA
YNL153C	GIM3	644.0	34.89	803.6	43.36
YNL154C	YCK2	337.5	26.49	277.5	26.86
YNL155W	NA	137.5	22.72	63.0	22.90
YNL156C	NSG2	80.5	21.82	96.5	23.62
