#An estimate of relative contributions of transcriptional and translational regulation by absolute protein expression profiling													
#Peng Lu, Christine Vogel, Rong Wang, Xin Yao, Edward M. Marcotte													
#Supplemental Dataset S1.  APEX yeast protein abundances for rich and minimal media, with comparisons to other datasets													
#													
#Other protein and mRNA datasets are from the following sources:													
#Name	Type	Reference 											
#SAGE	mRNA	Velculescu, Cell 1997											
#HDA	mRNA	Holstege, Cell 1998											
#Wang	mRNA	Wang, PNAS 2002											
#GFP-YPD	protein	Newman, Nature 2006											
#& GFP-YMD													
#Western	protein	Ghaemmaghami, Nature 2003											
#2Dgel	protein	Futcher, Mol Cell Biol 1999											
#													
#Annotation and APEX normalization terms								YPD			YMD		
#YORF	Name	NCBI gi	NCBI gi2	SGD ID	ORF status	# potential tryptic peptides with up to 2 missed cleavages, <7.5 KDa, >3 aa long	O_i (Integrated probability of peptide observations)	n_i (# observed peptides)	p_i (probability of correct protein identification)	APEX	n_i (# observed peptides)	p_i (probability of correct protein identification)	APEX
orf	name	ncbi.gi	ncbi.gi2	sgd	orf.status	num.tryptic.peptides	o.i	n.i.ypd	p.i.ypd	apex.ypd	n.i.ymd	p.i.ymd	apex.ymd
YMR128W	ECM16	6323776	NA	S000004735	ORF|Verified	485	113	NA	NA	NA	2	0.52	755
YMR129W	POM152	6323777	NA	S000004736	ORF|Verified	403	109.25	18	1	15319	4	0.88	2642
YMR130W	YMR130W	6323778	NA	S000004737	ORF|Uncharacterized	90	27.4	NA	NA	NA	NA	NA	NA
YMR131C	RRB1	6323779	NA	S000004738	ORF|Verified	124	29.8	NA	NA	NA	1	0.2	550
YMR132C	YMR132C	6323780	NA	S000004739	ORF|Uncharacterized	91	22.36	NA	NA	NA	NA	NA	NA
YMR133W	REC114	6323781	NA	S000004740	ORF|Verified	138	34.61	NA	NA	NA	NA	NA	NA
YMR134W	YMR134W	6323782	NA	S000004741	ORF|Uncharacterized	88	23.5	NA	NA	NA	NA	NA	NA
YMR135C	YMR135C	6323784	NA	S000004742	ORF|Verified	140	40.43	NA	NA	NA	NA	NA	NA
YMR135W-A	YMR135W-A	6323783	NA	S000004743	ORF|Dubious	73	11	NA	NA	NA	NA	NA	NA
YMR136W	GAT2	6323785	NA	S000004744	ORF|Verified	125	36	NA	NA	NA	NA	NA	NA
YMR137C	PSO2	6323786	NA	S000004745	ORF|Verified	222	52.04	NA	NA	NA	NA	NA	NA
YMR138W	CIN4	6323787	NA	S000004746	ORF|Verified	69	15.74	NA	NA	NA	NA	NA	NA
YMR139W	RIM11	6323788	NA	S000004747	ORF|Verified	100	22.2	NA	NA	NA	NA	NA	NA
YMR140W	YMR140W	6323789	NA	S000004748	ORF|Verified	177	41.28	NA	NA	NA	NA	NA	NA
YMR141C	YMR141C	6323790	NA	S000004749	ORF|Dubious	42	6.94	NA	NA	NA	NA	NA	NA
YMR142C	RPL13B	6323791	NA	S000004750	ORF|Verified	112	20.21	36	1	165620	37	1	150116
YMR143W	RPS16A	9755341	NA	S000004751	ORF|Verified	67	20.1	NA	NA	NA	NA	NA	NA
YMR144W	YMR144W	6323793	NA	S000004752	ORF|Uncharacterized	103	22.42	NA	NA	NA	NA	NA	NA
YMR145C	NDE1	6323794	NA	S000004753	ORF|Verified	210	58.02	NA	NA	NA	NA	NA	NA
YMR146C	TIF34	6323795	NA	S000004754	ORF|Verified	101	29.87	2	0.99	6163	NA	NA	NA
YMR147W	YMR147W	6323796	NA	S000004755	ORF|Uncharacterized	68	17.97	NA	NA	NA	NA	NA	NA
YMR148W	YMR148W	6323797	NA	S000004756	ORF|Uncharacterized	28	6.3	NA	NA	NA	NA	NA	NA
YMR149W	SWP1	6323798	NA	S000004757	ORF|Verified	56	13.36	NA	NA	NA	NA	NA	NA
YMR150C	IMP1	6323800	NA	S000004758	ORF|Verified	46	13.65	NA	NA	NA	NA	NA	NA
YMR151W	YIM2	6323799	NA	S000004759	ORF|Dubious	35	7.07	NA	NA	NA	NA	NA	NA
YMR152W	YIM1	6323801	NA	S000004760	ORF|Verified	114	28.19	NA	NA	NA	NA	NA	NA
YMR153C-A	YMR153C-A	6323803	NA	S000004761	ORF|Dubious	27	10	NA	NA	NA	NA	NA	NA
YMR153W	NUP53	6323802	NA	S000004762	ORF|Verified	169	35.38	NA	NA	NA	NA	NA	NA
YMR154C	RIM13	6323804	NA	S000004763	ORF|Verified	204	51.82	NA	NA	NA	NA	NA	NA
YMR155W	YMR155W	6323805	NA	S000004764	ORF|Uncharacterized	111	25.39	NA	NA	NA	NA	NA	NA
YMR156C	TPP1	6323806	NA	S000004765	ORF|Verified	81	22.61	NA	NA	NA	NA	NA	NA
YMR157C	YMR157C	6323807	NA	S000004766	ORF|Uncharacterized	110	31.36	8	0.28	6641	48	0.76	95383
YMR158C-B	YMR158C-B	6323809	NA	SGDID	ORF-Status	11	3.59	NA	NA	NA	NA	NA	NA
YMR158W	YMR158W	6323808	NA	S000004767	ORF|Verified	51	15.03	NA	NA	NA	NA	NA	NA
YMR158W-A	YMR158W-A	6323810	NA	SGDID	ORF-Status	14	4.16	NA	NA	NA	NA	NA	NA
YMR159C	APG16	6323811	NA	S000004769	ORF|Verified	64	13.37	NA	NA	NA	NA	NA	NA
YMR160W	YMR160W	6323812	NA	S000004770	ORF|Uncharacterized	244	68.97	4	0.59	3181	NA	NA	NA
YMR161W	HLJ1	6323813	NA	S000004771	ORF|Verified	87	22.62	NA	NA	NA	NA	NA	NA
YMR162C	DNF3	6323814	NA	S000004772	ORF|Verified	498	123.98	NA	NA	NA	NA	NA	NA
YMR163C	YMR163C	6323815	NA	S000004773	ORF|Uncharacterized	253	60.69	13	0.29	5776	24	1	32425
YMR164C	MSS11	6323816	NA	S000004774	ORF|Verified	125	29.18	NA	NA	NA	NA	NA	NA
YMR165C	SMP2	6323817	NA	S000004775	ORF|Verified	264	71.18	2	0.93	2430	2	0.79	1820
YMR166C	YMR166C	6323818	NA	S000004776	ORF|Uncharacterized	99	23.26	NA	NA	NA	NA	NA	NA
YMR167W	MLH1	6323819	NA	S000004777	ORF|Verified	273	79.21	NA	NA	NA	NA	NA	NA
YMR168C	CEP3	6323820	NA	S000004778	ORF|Verified	186	46.47	NA	NA	NA	6	0.35	3705
YMR169C	ALD3	6323821	NA	S000004779	ORF|Verified	151	44.32	NA	NA	NA	NA	NA	NA
YMR170C	ALD2	6323822	NA	S000004780	ORF|Verified	143	40.67	NA	NA	NA	NA	NA	NA
YMR171C	YMR171C	6323823	NA	S000004781	ORF|Uncharacterized	139	37.29	NA	NA	NA	NA	NA	NA
YMR172C-A	YMR172C-A	6323825	NA	S000004782	ORF|Dubious	26	5.78	NA	NA	NA	NA	NA	NA
YMR172W	HOT1	6323824	NA	S000004783	ORF|Verified	173	39.98	NA	NA	NA	2	0.37	1518
YMR173W	DDR48	6323826	NA	S000004784	ORF|Verified	82	20.66	2	0.83	7471	1	0.38	1508
YMR173W-A	YMR173W-A	6323827	NA	S000004785	ORF|Dubious	75	24.41	NA	NA	NA	NA	NA	NA
YMR174C	PAI3	6323828	NA	S000004786	ORF|Verified	33	7.95	NA	NA	NA	NA	NA	NA
YMR175W	SIP18	6323829	NA	S000004787	ORF|Verified	33	7.48	NA	NA	NA	NA	NA	NA
YMR176W	ECM5	6323830	NA	S000004788	ORF|Verified	484	138.8	NA	NA	NA	NA	NA	NA
YMR177W	MMT1	6323831	NA	S000004789	ORF|Verified	126	33.05	NA	NA	NA	NA	NA	NA
YMR178W	YMR178W	6323832	NA	S000004790	ORF|Uncharacterized	96	26.94	NA	NA	NA	2	0.31	1887
YMR179W	SPT21	6323833	NA	S000004791	ORF|Verified	220	53.28	NA	NA	NA	2	0.87	2678
YMR180C	CTL1	6323834	NA	S000004792	ORF|Verified	145	33.64	NA	NA	NA	NA	NA	NA
YMR181C	YMR181C	6323835	NA	S000004793	ORF|Uncharacterized	32	9.49	NA	NA	NA	NA	NA	NA
YMR182C	RGM1	6323836	NA	S000004794	ORF|Verified	49	8.59	NA	NA	NA	NA	NA	NA
YMR183C	SSO2	6323837	NA	S000004795	ORF|Verified	88	19.88	NA	NA	NA	NA	NA	NA
YMR184W	YMR184W	6323838	NA	S000004796	ORF|Uncharacterized	71	14.23	NA	NA	NA	NA	NA	NA
YMR185W	YMR185W	6323839	NA	S000004797	ORF|Uncharacterized	270	69.87	2	0.31	825	NA	NA	NA
YMR186W	HSC82	6323840	NA	S000004798	ORF|Verified	263	75.31	139	1	171609	90	1	97990
YMR187C	YMR187C	6323841	NA	S000004799	ORF|Uncharacterized	125	30.95	NA	NA	NA	NA	NA	NA
YMR188C	YMR188C	6323842	NA	S000004800	ORF|Verified	118	28.95	NA	NA	NA	NA	NA	NA
YMR189W	GCV2	6323843	NA	S000004801	ORF|Verified	275	70.07	NA	NA	NA	NA	NA	NA
YMR190C	SGS1	6323844	NA	S000004802	ORF|Verified	483	119.58	NA	NA	NA	1	0.2	137
YMR191W	YMR191W	6323845	NA	S000004803	ORF|Verified	146	40.04	NA	NA	NA	NA	NA	NA
YMR192W	YMR192W	6323846	NA	S000004804	ORF|Verified	250	77.62	3	0.74	2659	NA	NA	NA
YMR193C-A	YMR193C-A	6323849	NA	S000004805	ORF|Dubious	30	5.98	NA	NA	NA	NA	NA	NA
YMR193W	MRPL24	6323847	NA	S000004806	ORF|Verified	139	35.09	NA	NA	NA	NA	NA	NA
YMR194C-A	YMR194C-A	6323850	NA	S000007250	ORF|Dubious	15	4.65	NA	NA	NA	NA	NA	NA
YMR194W	RPL36A	6323848	NA	S000004807	ORF|Verified	62	11.03	50	1	421475	46	1	341958
YMR195W	ICY1	6323851	NA	S000004808	ORF|Uncharacterized	24	6.65	NA	NA	NA	NA	NA	NA
YMR196W	YMR196W	6323852	NA	S000004809	ORF|Uncharacterized	362	97.61	NA	NA	NA	2	0.24	403
YMR197C	VTI1	6323853	NA	S000004810	ORF|Verified	77	19.56	NA	NA	NA	NA	NA	NA
YMR198W	CIK1	6323854	NA	S000004811	ORF|Verified	253	69.63	NA	NA	NA	NA	NA	NA
YMR199W	CLN1	6323855	NA	S000004812	ORF|Verified	117	28.98	NA	NA	NA	NA	NA	NA
YMR200W	ROT1	6323856	NA	S000004813	ORF|Verified	45	6.79	NA	NA	NA	NA	NA	NA
YMR201C	RAD14	6323857	NA	S000004814	ORF|Verified	155	28.58	NA	NA	NA	NA	NA	NA
YMR202W	ERG2	6323858	NA	S000004815	ORF|Verified	31	5.53	NA	NA	NA	NA	NA	NA
YMR203W	TOM40	6323859	NA	S000004816	ORF|Verified	83	19.58	2	0.2	1899	NA	NA	NA
YMR204C	YMR204C	6323860	NA	S000004817	ORF|Verified	124	26.46	NA	NA	NA	NA	NA	NA
YMR205C	PFK2	6323861	NA	S000004818	ORF|Verified	259	61.13	58	1	88217	43	1	57677
YMR206W	YMR206W	6323862	NA	S000004819	ORF|Uncharacterized	88	23.06	NA	NA	NA	NA	NA	NA
YMR207C	HFA1	6323863	NA	S000004820	ORF|Verified	721	193.35	2	0.45	433	NA	NA	NA
YMR208W	ERG12	6323864	NA	S000004821	ORF|Verified	102	25.45	NA	NA	NA	NA	NA	NA
YMR209C	YMR209C	6323865	NA	S000004822	ORF|Uncharacterized	143	40.8	NA	NA	NA	NA	NA	NA
YMR210W	YMR210W	6323866	NA	S000004823	ORF|Uncharacterized	148	35.36	NA	NA	NA	NA	NA	NA
YMR211W	DML1	6323867	NA	S000004824	ORF|Verified	141	39.63	NA	NA	NA	NA	NA	NA
YMR212C	EFR3	6323868	NA	S000004825	ORF|Verified	272	72.19	NA	NA	NA	NA	NA	NA
YMR213W	CEF1	6323869	NA	S000004826	ORF|Verified	238	58.18	NA	NA	NA	NA	NA	NA
YMR214W	SCJ1	6323870	NA	S000004827	ORF|Verified	147	36.63	1	0.21	533	NA	NA	NA
YMR215W	YMR215W	6323871	NA	S000004828	ORF|Verified	112	34.03	NA	NA	NA	2	0.49	2361
YMR216C	SKY1	6323872	NA	S000004829	ORF|Verified	216	57.88	NA	NA	NA	NA	NA	NA
YMR217W	GUA1	6323873	NA	S000004830	ORF|Verified	148	43.98	18	1	38054	9	1	16779
YMR218C	TRS130	6323874	NA	S000004831	ORF|Verified	355	96.88	3	0.66	1900	NA	NA	NA
YMR219W	ESC1	6323875	NA	S000004832	ORF|Verified	456	119.76	NA	NA	NA	NA	NA	NA
YMR220W	ERG8	6323876	NA	S000004833	ORF|Verified	141	40.45	NA	NA	NA	NA	NA	NA
YMR221C	YMR221C	6323877	NA	S000004834	ORF|Uncharacterized	80	23.01	NA	NA	NA	NA	NA	NA
YMR222C	FSH2	6323878	NA	S000004835	ORF|Verified	28	8.01	NA	NA	NA	NA	NA	NA
YMR223W	UBP8	6323879	NA	S000004836	ORF|Verified	130	33.7	NA	NA	NA	NA	NA	NA
YMR224C	MRE11	6323880	NA	S000004837	ORF|Verified	197	48.61	NA	NA	NA	NA	NA	NA
YMR225C	MRPL44	6323881	NA	S000004838	ORF|Verified	43	11.69	NA	NA	NA	NA	NA	NA
YMR226C	YMR226C	6323882	NA	S000004839	ORF|Uncharacterized	84	21.94	6	1	25427	39	1	145753
YMR227C	TAF7	6323883	NA	S000004840	ORF|Verified	204	42.24	NA	NA	NA	NA	NA	NA
YMR228W	MTF1	6323884	NA	S000004841	ORF|Verified	109	30.42	NA	NA	NA	NA	NA	NA
YMR229C	RRP5	6323885	NA	S000004842	ORF|Verified	631	172.2	NA	NA	NA	4	0.59	1124
YMR230W	RPS10B	6323886	NA	S000004843	ORF|Verified	37	10.18	NA	NA	NA	NA	NA	NA
YMR231W	PEP5	6323887	NA	S000004844	ORF|Verified	301	81.6	NA	NA	NA	NA	NA	NA
YMR232W	FUS2	6323888	NA	S000004845	ORF|Verified	259	60.11	NA	NA	NA	1	0.42	573
YMR233W	TRI1	6323889	NA	S000004846	ORF|Uncharacterized	108	33.87	NA	NA	NA	NA	NA	NA
YMR234W	RNH1	6323890	NA	S000004847	ORF|Verified	128	30.25	NA	NA	NA	NA	NA	NA
YMR235C	RNA1	6323891	NA	S000004848	ORF|Verified	109	35.23	NA	NA	NA	NA	NA	NA
YMR236W	TAF9	6323892	NA	S000004849	ORF|Verified	45	13.67	NA	NA	NA	NA	NA	NA
YMR237W	YMR237W	6323893	NA	S000004850	ORF|Uncharacterized	187	48.63	NA	NA	NA	NA	NA	NA
YMR238W	DFG5	6323894	NA	S000004851	ORF|Verified	68	15.85	NA	NA	NA	NA	NA	NA
YMR239C	RNT1	6323895	NA	S000004852	ORF|Verified	200	49.4	NA	NA	NA	NA	NA	NA
YMR240C	CUS1	6323896	NA	S000004853	ORF|Verified	187	47.95	NA	NA	NA	NA	NA	NA
YMR241W	YHM2	6323897	NA	S000004854	ORF|Verified	105	27.69	NA	NA	NA	NA	NA	NA
YMR242C	RPL20A	6323898	NA	S000004855	ORF|Verified	94	26.78	NA	NA	NA	NA	NA	NA
YMR243C	ZRC1	6323899	NA	S000004856	ORF|Verified	69	13.73	NA	NA	NA	NA	NA	NA
YMR244C-A	YMR244C-A	6323902	NA	S000004857	ORF|Uncharacterized	60	9.92	NA	NA	NA	NA	NA	NA
YMR244W	YMR244W	6323900	NA	S000004858	ORF|Uncharacterized	48	10.1	NA	NA	NA	NA	NA	NA
YMR245W	YMR245W	6323901	NA	S000004859	ORF|Dubious	43	8.49	NA	NA	NA	NA	NA	NA
YMR246W	FAA4	6323903	NA	S000004860	ORF|Verified	195	39.34	NA	NA	NA	NA	NA	NA
YMR247C	YMR247C	6323904	NA	S000004861	ORF|Uncharacterized	473	128.45	2	0.4	579	4	0.64	1634
YMR250W	GAD1	6323905	NA	S000004862	ORF|Verified	161	41.51	NA	NA	NA	NA	NA	NA
YMR251W	YMR251W	6323906	NA	S000004863	ORF|Uncharacterized	126	34.67	1	0.34	912	NA	NA	NA
YMR251W-A	HOR7	6323907	NA	S000004864	ORF|Verified	8	3.54	NA	NA	NA	NA	NA	NA
YMR252C	YMR252C	6323908	NA	S000004865	ORF|Uncharacterized	49	12.84	NA	NA	NA	NA	NA	NA
YMR253C	YMR253C	6323909	NA	S000004866	ORF|Uncharacterized	91	22.66	NA	NA	NA	NA	NA	NA
YMR254C	YMR254C	6323910	NA	S000004867	ORF|Dubious	17	4.74	NA	NA	NA	NA	NA	NA
YMR255W	GFD1	6323911	NA	S000004868	ORF|Verified	90	13.67	NA	NA	NA	NA	NA	NA
YMR256C	COX7	6323912	NA	S000004869	ORF|Verified	20	3.83	NA	NA	NA	NA	NA	NA
YMR257C	PET111	6323913	NA	S000004870	ORF|Verified	298	71.82	NA	NA	NA	NA	NA	NA
YMR258C	YMR258C	6323914	NA	S000004871	ORF|Uncharacterized	175	50.8	NA	NA	NA	1	0.47	759
YMR259C	YMR259C	6323915	NA	S000004872	ORF|Uncharacterized	415	112.63	NA	NA	NA	NA	NA	NA
YMR260C	TIF11	6323916	NA	S000004873	ORF|Verified	63	10.32	NA	NA	NA	NA	NA	NA
YMR261C	TPS3	6323917	NA	S000004874	ORF|Verified	291	76.7	NA	NA	NA	5	0.85	4543
YMR262W	YMR262W	6323918	NA	S000004875	ORF|Uncharacterized	100	25.89	NA	NA	NA	NA	NA	NA
YMR263W	SAP30	6323919	NA	S000004876	ORF|Verified	68	14.25	NA	NA	NA	NA	NA	NA
YMR264W	CUE1	6323920	NA	S000004877	ORF|Verified	60	19.43	NA	NA	NA	NA	NA	NA
YMR265C	YMR265C	6323921	NA	S000004878	ORF|Uncharacterized	176	46.17	NA	NA	NA	NA	NA	NA
YMR266W	RSN1	6323922	NA	S000004879	ORF|Uncharacterized	238	54.63	NA	NA	NA	NA	NA	NA
YMR267W	PPA2	6323923	NA	S000004880	ORF|Verified	105	28	NA	NA	NA	NA	NA	NA
YMR268C	PRP24	6323924	NA	S000004881	ORF|Verified	182	46.65	NA	NA	NA	1	0.27	475
YMR269W	YMR269W	6323925	NA	S000004882	ORF|Uncharacterized	100	9.37	NA	NA	NA	NA	NA	NA
YMR270C	RRN9	6323926	NA	S000004883	ORF|Verified	143	37.79	NA	NA	NA	2	0.41	1779
YMR271C	URA10	6323927	NA	S000004884	ORF|Verified	68	21.29	NA	NA	NA	1	0.31	1194
YMR272C	SCS7	6323928	NA	S000004885	ORF|Verified	92	20.74	NA	NA	NA	2	0.25	1977
YMR273C	ZDS1	6323929	NA	S000004886	ORF|Verified	312	73.89	NA	NA	NA	NA	NA	NA
YMR274C	RCE1	6323930	NA	S000004887	ORF|Verified	54	10.46	NA	NA	NA	1	0.26	2038
YMR275C	BUL1	6323931	NA	S000004888	ORF|Verified	325	86.69	NA	NA	NA	NA	NA	NA
YMR276W	DSK2	6323932	NA	S000004889	ORF|Verified	45	15.32	NA	NA	NA	NA	NA	NA
YMR277W	FCP1	6323933	NA	S000004890	ORF|Verified	186	46.09	NA	NA	NA	NA	NA	NA
YMR278W	YMR278W	6323934	NA	S000004891	ORF|Uncharacterized	178	49.5	NA	NA	NA	NA	NA	NA
YMR279C	YMR279C	6323935	NA	S000004892	ORF|Uncharacterized	76	18.73	NA	NA	NA	NA	NA	NA
YMR280C	CAT8	6323936	NA	S000004893	ORF|Verified	426	108.32	NA	NA	NA	1	0.42	318
YMR281W	GPI12	6323937	NA	S000004894	ORF|Verified	90	25.52	NA	NA	NA	NA	NA	NA
YMR282C	AEP2	6323938	NA	S000004895	ORF|Verified	251	66.56	NA	NA	NA	NA	NA	NA
YMR283C	RIT1	6323939	NA	S000004896	ORF|Verified	169	40.66	NA	NA	NA	NA	NA	NA
YMR284W	YKU70	6323940	NA	S000004897	ORF|Verified	221	59.51	13	0.98	19905	NA	NA	NA
YMR285C	NGL2	6323941	NA	S000004898	ORF|Verified	190	48.1	NA	NA	NA	1	0.71	1210
YMR286W	MRPL33	6323942	NA	S000004899	ORF|Verified	43	12.38	NA	NA	NA	NA	NA	NA
YMR287C	MSU1	6323943	NA	S000004900	ORF|Verified	321	81.44	NA	NA	NA	1	0.29	292
YMR288W	HSH155	6323944	NA	S000004901	ORF|Verified	292	73.53	NA	NA	NA	NA	NA	NA
YMR289W	YMR289W	6323945	NA	S000004902	ORF|Uncharacterized	123	31.23	NA	NA	NA	NA	NA	NA
YMR290C	HAS1	6323947	NA	S000004903	ORF|Verified	193	54.8	NA	NA	NA	NA	NA	NA
YMR290W-A	YMR290W-A	6323946	NA	S000004904	ORF|Dubious	29	3.07	NA	NA	NA	NA	NA	NA
YMR291W	YMR291W	6323948	NA	S000004905	ORF|Uncharacterized	179	41.98	NA	NA	NA	NA	NA	NA
YMR292W	GOT1	6323949	NA	S000004906	ORF|Verified	27	7.64	NA	NA	NA	2	0.43	9230
YMR293C	YMR293C	6323950	NA	S000004907	ORF|Uncharacterized	151	45.8	NA	NA	NA	NA	NA	NA
YMR294W	JNM1	6323951	NA	S000004908	ORF|Verified	157	44.97	NA	NA	NA	NA	NA	NA
YMR294W-A	YMR294W-A	6323952	NA	S000004909	ORF|Dubious	52	9.15	NA	NA	NA	NA	NA	NA
YMR295C	YMR295C	6323953	NA	S000004910	ORF|Uncharacterized	47	8.75	NA	NA	NA	NA	NA	NA
YMR296C	LCB1	6323954	NA	S000004911	ORF|Verified	123	30.99	NA	NA	NA	1	0.32	847
YMR297W	PRC1	6323955	NA	S000004912	ORF|Verified	90	25.68	NA	NA	NA	NA	NA	NA
YMR298W	YMR298W	6323956	NA	S000004913	ORF|Verified	43	7.72	NA	NA	NA	NA	NA	NA
YMR299C	YMR299C	6323957	NA	S000004914	ORF|Verified	91	25.76	NA	NA	NA	NA	NA	NA
YMR300C	ADE4	6323958	NA	S000004915	ORF|Verified	150	37.97	5	1	12244	5	0.99	10689
YMR301C	ATM1	6323959	NA	S000004916	ORF|Verified	235	60.24	1	0.48	741	NA	NA	NA
YMR302C	PRP12	6323960	NA	S000004917	ORF|Verified	294	88.42	1	0.31	326	NA	NA	NA
YMR303C	ADH2	6323961	NA	S000004918	ORF|Verified	81	25.03	2	0.45	3343	NA	NA	NA
YMR304C-A	YMR304C-A	6323963	NA	S000004919	ORF|Dubious	25	4.57	NA	NA	NA	NA	NA	NA
YMR304W	UBP15	6323962	NA	S000004920	ORF|Verified	357	92.54	NA	NA	NA	NA	NA	NA
YMR305C	SCW10	6323964	NA	S000004921	ORF|Verified	50	14.94	NA	NA	NA	NA	NA	NA
YMR306C-A	YMR306C-A	6323966	NA	S000004922	ORF|Dubious	43	11.27	NA	NA	NA	NA	NA	NA
YMR306W	FKS3	6323965	NA	S000004923	ORF|Verified	467	108.69	NA	NA	NA	1	0.2	151
YMR307W	GAS1	6323967	NA	S000004924	ORF|Verified	107	25.99	NA	NA	NA	NA	NA	NA
YMR308C	PSE1	6323968	NA	S000004925	ORF|Verified	244	60.72	1	0.34	521	1	0.36	486
YMR309C	NIP1	6323969	NA	S000004926	ORF|Verified	251	68.25	NA	NA	NA	NA	NA	NA
YMR310C	YMR310C	6323970	NA	S000004927	ORF|Uncharacterized	101	24.51	NA	NA	NA	NA	NA	NA
YMR311C	GLC8	6323971	NA	S000004928	ORF|Verified	85	26.02	NA	NA	NA	NA	NA	NA
YMR312W	ELP6	6323972	NA	S000004929	ORF|Verified	44	8.22	NA	NA	NA	NA	NA	NA
YMR313C	YMR313C	6323973	NA	S000004930	ORF|Verified	189	46.21	2	0.45	1811	1	0.23	408
YMR314W	PRE5	6323974	NA	S000004931	ORF|Verified	71	23.59	NA	NA	NA	NA	NA	NA
YMR315W	YMR315W	6323975	NA	S000004932	ORF|Uncharacterized	104	31.04	3	0.37	3325	21	1	55474
YMR316C-A	YMR316C-A	6323977	NA	S000004933	ORF|Dubious	30	8.74	NA	NA	NA	NA	NA	NA
YMR316C-B	YMR316C-B	6323979	NA	S000004934	ORF|Dubious	3	2.3	NA	NA	NA	NA	NA	NA
YMR316W	DIA1	6323976	NA	S000004935	ORF|Verified	118	23.5	NA	NA	NA	NA	NA	NA
YMR317W	YMR317W	6323978	NA	S000004936	ORF|Uncharacterized	124	36.28	NA	NA	NA	NA	NA	NA
YMR318C	ADH6	6323980	NA	S000004937	ORF|Verified	109	26.19	1	0.28	994	NA	NA	NA
YMR319C	FET4	6323981	NA	S000004938	ORF|Verified	133	33.81	NA	NA	NA	NA	NA	NA
YMR320W	YMR320W	6323982	NA	S000004939	ORF|Dubious	36	5.47	NA	NA	NA	NA	NA	NA
YMR321C	YMR321C	6323983	NA	S000004940	ORF|Uncharacterized	27	5.75	NA	NA	NA	NA	NA	NA
YMR322C	YMR322C	6323984	NA	S000004941	ORF|Uncharacterized	74	20.8	NA	NA	NA	NA	NA	NA
YMR323W	YMR323W	6323985	NA	S000004942	ORF|Verified	124	32.2	NA	NA	NA	NA	NA	NA
YMR324C	YMR324C	6323986	NA	S000004943	ORF|Dubious	15	2.61	NA	NA	NA	NA	NA	NA
YMR325W	YMR325W	6323987	NA	S000004944	ORF|Uncharacterized	15	5.96	NA	NA	NA	NA	NA	NA
YMR326C	YMR326C	6323988	NA	S000004945	ORF|Dubious	15	3.93	NA	NA	NA	NA	NA	NA
YNL001W	DOM34	6324327	NA	S000004946	ORF|Verified	148	37.09	NA	NA	NA	NA	NA	NA
YNL002C	RLP7	6324326	NA	S000004947	ORF|Verified	134	26.98	NA	NA	NA	NA	NA	NA
YNL003C	PET8	6324325	NA	S000004948	ORF|Verified	80	20.2	NA	NA	NA	NA	NA	NA
YNL004W	HRB1	6324324	NA	S000004949	ORF|Verified	186	40.18	NA	NA	NA	NA	NA	NA
YNL005C	MRP7	6324323	NA	S000004950	ORF|Verified	198	42.52	NA	NA	NA	NA	NA	NA
YNL006W	LST8	6324322	NA	S000004951	ORF|Verified	79	19.29	NA	NA	NA	6	0.27	6886
YNL007C	SIS1	6324321	NA	S000004952	ORF|Verified	97	30.01	2	0.91	5639	NA	NA	NA
YNL008C	ASI3	6324320	NA	S000004953	ORF|Verified	185	42.8	NA	NA	NA	NA	NA	NA
YNL009W	IDP3	6324319	NA	S000004954	ORF|Verified	178	52.08	NA	NA	NA	NA	NA	NA
YNL010W	YNL010W	6324318	NA	S000004955	ORF|Uncharacterized	84	21.66	NA	NA	NA	NA	NA	NA
YNL011C	YNL011C	6324317	NA	S000004956	ORF|Uncharacterized	118	30.85	NA	NA	NA	NA	NA	NA
YNL012W	SPO1	9755342	NA	S000004957	ORF|Verified	199	47.82	NA	NA	NA	NA	NA	NA
YNL013C	YNL013C	6324315	NA	S000004958	ORF|Dubious	40	8.24	NA	NA	NA	NA	NA	NA
YNL014W	HEF3	6324314	NA	S000004959	ORF|Verified	328	75.53	NA	NA	NA	NA	NA	NA
YNL015W	PBI2	6324313	NA	S000004960	ORF|Verified	29	10.55	NA	NA	NA	2	0.96	14922
YNL016W	PUB1	6324312	NA	S000004961	ORF|Verified	77	15.58	NA	NA	NA	NA	NA	NA
YNL017C	YNL017C	6324311	NA	S000004962	ORF|Dubious	33	4.51	NA	NA	NA	NA	NA	NA
YNL018C	YNL018C	6324310	NA	S000004963	ORF|Uncharacterized	154	38.37	1	0.25	606	NA	NA	NA
YNL019C	YNL019C	6324309	NA	S000004964	ORF|Uncharacterized	54	12.42	NA	NA	NA	NA	NA	NA
YNL020C	ARK1	6324308	NA	S000004965	ORF|Verified	163	37.81	NA	NA	NA	NA	NA	NA
YNL021W	HDA1	6324307	NA	S000004966	ORF|Verified	191	43.44	NA	NA	NA	NA	NA	NA
YNL022C	YNL022C	6324306	NA	S000004967	ORF|Uncharacterized	205	49.38	1	0.21	395	NA	NA	NA
YNL023C	FAP1	6324305	NA	S000004968	ORF|Verified	334	65.62	NA	NA	NA	5	0.94	5873
YNL024C	YNL024C	6324304	NA	S000004969	ORF|Uncharacterized	73	19.89	NA	NA	NA	NA	NA	NA
